ATE,Error_ATE,Error_PEHE,Problem
3.701896,0.311967,5.079741,IHDP 255
8.015934,3.350507,142.422788,IHDP 256
4.118776,0.435038,2.73643,IHDP 257
4.358756,0.516286,1.200264,IHDP 258
3.971818,0.23601,0.521283,IHDP 259
2.646865,1.059043,16.56959,IHDP 260
4.123776,1.695452,24.998687,IHDP 261
3.628331,0.382648,1.857874,IHDP 262
3.207476,0.324184,8.723523,IHDP 263
3.406809,0.489717,8.32909,IHDP 264
3.746296,0.160438,1.62345,IHDP 265
2.771384,0.80046,32.723485,IHDP 266
4.143977,0.38907,2.051399,IHDP 267
5.286954,1.232224,12.955113,IHDP 268
4.032261,0.209437,0.933799,IHDP 269
3.267657,0.545508,7.700125,IHDP 270
4.154091,0.202858,1.11527,IHDP 271
4.263595,0.443568,4.854612,IHDP 272
3.743914,0.304399,0.814277,IHDP 273
4.385673,0.511414,2.164218,IHDP 274
5.655607,1.006779,252.595168,IHDP 275
5.486463,1.513169,22.576942,IHDP 276
3.999168,0.07891,0.00743,IHDP 277
4.213574,0.127192,1.135187,IHDP 278
5.12422,1.165267,57.294842,IHDP 279
2.055246,1.880362,120.104474,IHDP 280
-0.076376,3.531572,240.659276,IHDP 281
7.892907,2.601282,34.686594,IHDP 282
3.896592,0.02859,5.353267,IHDP 283
4.068114,0.048359,0.119331,IHDP 284
4.088055,0.014794,28.030034,IHDP 285
4.188938,0.450988,7.094401,IHDP 286
4.784931,1.26524,60.511056,IHDP 287
3.654808,0.116291,1.790127,IHDP 288
4.163401,0.120795,3.552103,IHDP 289
4.03103,0.27587,9.100101,IHDP 290
3.465725,0.109259,41.121374,IHDP 291
5.27655,1.618939,43.368925,IHDP 292
4.124088,0.147712,0.160044,IHDP 293
3.928984,0.108276,1.72528,IHDP 294
3.024828,0.808017,71.177514,IHDP 295
3.880179,0.232685,3.156656,IHDP 296
4.108379,0.526847,6.183687,IHDP 297
3.953225,0.224157,0.091046,IHDP 298
4.138098,0.088045,0.639154,IHDP 299
4.068999,0.209638,1.052502,IHDP 300
4.526017,0.742956,19.229804,IHDP 301
6.179739,2.148852,30.071428,IHDP 302
4.105771,0.223631,0.500414,IHDP 303
4.046146,0.229133,1.886953,IHDP 304
3.948332,0.112026,3.472789,IHDP 305
5.434893,1.520119,15.162935,IHDP 306
4.760296,0.644581,94.152748,IHDP 307
3.644242,0.223288,5.737237,IHDP 308
2.61934,0.495599,116.741572,IHDP 309
2.4003,0.883855,100.228991,IHDP 310
4.722806,0.432712,154.476833,IHDP 311
4.298212,0.203162,14.222124,IHDP 312
1.895762,1.115414,34.948569,IHDP 313
3.304741,0.30448,38.85187,IHDP 314
4.202883,0.214279,12.548256,IHDP 315
4.41925,0.496162,4.574992,IHDP 316
4.092218,0.03287,0.285885,IHDP 317
7.304587,2.216492,42.389672,IHDP 318
9.677135,8.126617,613.96913,IHDP 319
4.113815,0.255075,51.446199,IHDP 320
4.44406,0.379721,8.968869,IHDP 321
5.909824,2.664073,176.039801,IHDP 322
4.506959,0.959654,4.976901,IHDP 323
4.390962,0.363419,0.867605,IHDP 324
5.836417,0.723443,5.886314,IHDP 325
2.094788,1.379741,40.066876,IHDP 326
4.558136,0.283176,15.180332,IHDP 327
12.202974,7.407299,498.418211,IHDP 328
0.575102,2.823331,127.897456,IHDP 329
3.260379,0.380506,14.83351,IHDP 330
3.067394,0.607556,9.587038,IHDP 331
4.323191,0.098138,33.21601,IHDP 332
3.926307,0.354181,0.52595,IHDP 333
4.268453,0.066844,11.236612,IHDP 334
4.107216,0.315771,10.242755,IHDP 335
5.1993,0.313172,23.665745,IHDP 336
3.611071,1.456945,169.00235,IHDP 337
4.086021,0.006256,3.640734,IHDP 338
3.991024,0.068021,0.054365,IHDP 339
9.094573,4.513253,941.7942,IHDP 340
4.309699,0.317519,2.051711,IHDP 341
4.062607,0.302021,19.739616,IHDP 342
6.962676,3.565265,368.020941,IHDP 343
1.265449,1.739809,2459.884295,IHDP 344
3.935433,1.794657,666.941274,IHDP 345
4.544109,0.558441,20.112156,IHDP 346
4.650149,1.426098,162.217124,IHDP 347
4.158998,0.37474,3.019153,IHDP 348
5.327891,1.86427,62.880607,IHDP 349
6.352405,0.436423,322.152091,IHDP 350
5.911359,0.796677,10.130575,IHDP 351
3.980409,0.412896,7.79828,IHDP 352
4.600258,1.583438,81.268043,IHDP 353
4.026606,0.162739,0.170507,IHDP 354
4.319107,0.217724,0.748228,IHDP 355
1.01733,0.579923,110.063003,IHDP 356
3.928458,0.053347,0.666449,IHDP 357
4.398043,0.428809,2.740904,IHDP 358
3.971575,0.222144,1.037843,IHDP 359
1.33982,1.781327,87.949659,IHDP 360
2.37995,1.964366,229.220942,IHDP 361
3.645929,0.029916,15.393267,IHDP 362
4.011113,0.109562,1.246772,IHDP 363
