ATE,Error_ATE,Error_PEHE,Problem
4.183823,0.094043,1.661031,IHDP 213
3.650387,0.039393,2.862545,IHDP 214
4.160511,0.087549,1.918483,IHDP 215
3.994832,0.014529,11.483732,IHDP 216
3.501728,0.217628,41.670414,IHDP 217
11.583535,6.060301,4778.193472,IHDP 218
6.363932,0.29502,312.659513,IHDP 219
4.109952,0.072735,0.136792,IHDP 220
4.12308,0.075635,7.224681,IHDP 221
3.915724,0.139406,0.151787,IHDP 222
4.060095,0.100427,0.281228,IHDP 223
3.815259,0.209135,71.513499,IHDP 224
5.766492,0.75602,81.033781,IHDP 225
3.880104,0.003104,0.219113,IHDP 226
3.25426,0.151411,7.019476,IHDP 227
3.155799,0.179961,44.352132,IHDP 228
4.169478,0.442966,15.274661,IHDP 229
8.064425,0.812448,135.98192,IHDP 230
3.670616,0.177817,35.095566,IHDP 231
4.87568,0.175154,27.163578,IHDP 232
4.051584,0.018466,0.105566,IHDP 233
5.614417,0.303379,166.339523,IHDP 234
4.009805,0.024652,0.719187,IHDP 235
3.805175,0.07575,30.690538,IHDP 236
3.966719,0.12878,1.372135,IHDP 237
3.729702,0.327581,6.648951,IHDP 238
4.93983,0.526048,49.563992,IHDP 239
4.141064,0.049604,0.393422,IHDP 240
4.000115,0.024318,0.051783,IHDP 241
4.339979,0.433005,49.554163,IHDP 242
1.595204,0.99849,99.040517,IHDP 243
9.005046,0.863095,780.91884,IHDP 244
2.949293,0.012492,22.615452,IHDP 245
4.112898,0.101436,0.804952,IHDP 246
4.685198,0.133726,11.867853,IHDP 247
6.964003,0.513834,43.803436,IHDP 248
3.958428,0.162924,8.363089,IHDP 249
3.858818,0.077728,2.918214,IHDP 250
3.953482,0.042684,0.503664,IHDP 251
3.772544,0.238763,4.257784,IHDP 252
2.58521,0.47076,747.871681,IHDP 253
6.03471,3.365539,2666.831996,IHDP 254
3.701896,0.005595,6.548247,IHDP 255
8.015934,0.079923,209.900748,IHDP 256
4.118776,0.221854,3.801286,IHDP 257
4.358756,0.07377,1.496373,IHDP 258
3.971818,0.103998,0.553171,IHDP 259
2.646865,0.213215,21.214609,IHDP 260
4.123776,1.596511,62.508777,IHDP 261
3.628331,0.231366,2.37996,IHDP 262
3.207476,0.059628,14.622034,IHDP 263
