ATE,Error_ATE,Error_PEHE,Problem
3.981822,0.916049,1.8724,IHDP 429
5.199454,0.821899,3.884837,IHDP 430
4.576907,0.193962,0.797389,IHDP 431
4.014548,0.696704,1.464295,IHDP 432
5.590636,0.29258,0.730855,IHDP 433
9.7451,0.050079,68.292077,IHDP 434
3.91084,0.532515,1.117625,IHDP 435
4.291502,0.072445,1.215892,IHDP 436
10.22435,1.668796,8.30961,IHDP 437
4.922349,0.25349,1.312145,IHDP 438
3.48837,0.248284,3.453545,IHDP 439
3.209458,0.411948,6.803817,IHDP 440
3.718254,0.947334,1.886522,IHDP 441
4.354939,0.846831,1.669707,IHDP 442
4.253209,0.491454,1.204826,IHDP 443
3.729984,0.834592,2.369443,IHDP 444
5.618664,0.259586,0.500664,IHDP 445
5.099168,0.279812,1.523602,IHDP 446
4.153354,0.395846,0.638573,IHDP 447
3.316493,0.312345,3.784987,IHDP 448
4.081418,0.207316,7.559083,IHDP 449
4.242427,0.697317,2.85629,IHDP 450
4.637361,0.145627,0.145577,IHDP 451
4.532308,0.439892,1.786317,IHDP 452
4.088621,0.616103,1.140207,IHDP 453
4.002836,0.125282,0.792812,IHDP 454
3.683024,0.780108,2.680837,IHDP 455
3.984479,0.607521,1.325404,IHDP 456
4.634253,0.787897,1.866256,IHDP 457
3.985477,0.983641,4.441122,IHDP 458
4.064663,0.571321,1.255658,IHDP 459
4.112875,0.79735,1.865906,IHDP 460
4.129724,0.97329,4.499444,IHDP 461
3.671723,0.649758,2.341722,IHDP 462
3.57222,0.727446,1.396882,IHDP 463
3.706723,0.375551,0.843212,IHDP 464
3.728413,0.836934,1.286397,IHDP 465
4.871721,0.35513,0.53123,IHDP 466
3.950303,0.756256,1.689652,IHDP 467
9.055004,0.393061,28.225896,IHDP 468
4.498951,0.616564,1.37547,IHDP 469
3.554221,0.274912,0.510587,IHDP 470
4.476153,0.13102,1.806273,IHDP 471
3.625736,0.828213,1.865845,IHDP 472
9.015109,0.812878,16.478607,IHDP 473
4.433179,0.751158,56.509131,IHDP 474
17.431873,1.144993,32.243288,IHDP 475
4.286275,0.970824,2.099497,IHDP 476
4.25405,0.731416,1.265046,IHDP 477
4.059448,0.994672,2.248506,IHDP 478
4.868665,0.776896,1.582804,IHDP 479
1.557666,0.344332,9.791625,IHDP 480
4.345347,0.250856,0.554156,IHDP 481
7.444905,0.380406,4.171408,IHDP 482
4.275838,0.051797,5.554972,IHDP 483
4.106984,0.7465,1.875626,IHDP 484
4.576177,0.331366,0.362318,IHDP 485
3.96863,0.294468,0.430629,IHDP 486
3.823243,0.858484,1.773214,IHDP 487
4.009515,0.706787,1.463379,IHDP 488
5.820833,0.090475,0.275231,IHDP 489
4.00717,0.852365,1.531587,IHDP 490
3.760926,0.607011,1.408631,IHDP 491
5.19779,0.160121,0.960755,IHDP 492
5.047524,0.43772,0.600714,IHDP 493
3.9655,0.15298,0.293367,IHDP 494
4.006717,0.622263,1.377087,IHDP 495
3.64414,0.890274,2.432857,IHDP 496
3.703682,0.447214,0.955116,IHDP 497
1.516552,0.272823,2.075643,IHDP 498
6.741927,0.246615,2.715071,IHDP 499
4.032432,1.009545,1.699399,IHDP 500
3.99078,0.355251,0.606038,IHDP 501
4.05696,0.602614,1.645659,IHDP 502
4.279174,0.70068,1.246338,IHDP 503
3.956059,0.687001,2.19517,IHDP 504
4.302037,0.729678,1.440921,IHDP 505
7.098744,0.803922,11.965245,IHDP 506
3.594859,0.612885,1.467633,IHDP 507
6.455965,1.280287,6.983474,IHDP 508
3.647914,1.01836,2.803699,IHDP 509
4.117298,0.642782,1.351543,IHDP 510
1.163295,0.734291,22.130269,IHDP 511
3.381114,0.355831,1.428363,IHDP 512
3.132084,0.101596,3.137274,IHDP 513
8.017232,1.658062,242.48065,IHDP 514
4.023613,0.241809,0.455981,IHDP 515
10.889104,0.56452,16.459438,IHDP 516
4.386577,0.68052,2.65707,IHDP 517
5.152243,0.341269,0.892902,IHDP 518
3.998957,0.913405,1.517113,IHDP 519
4.202021,0.144403,0.124251,IHDP 520
4.546992,0.834496,1.711398,IHDP 521
7.205437,0.41747,9.081768,IHDP 522
4.100003,0.691228,1.454496,IHDP 523
5.564155,0.09015,6.873065,IHDP 524
3.961187,0.13161,0.183172,IHDP 525
3.922372,0.065644,0.143222,IHDP 526
3.666779,0.060302,0.861541,IHDP 527
4.080978,0.660048,1.18473,IHDP 528
4.239037,1.142303,2.809042,IHDP 529
4.276451,0.289173,0.855609,IHDP 530
4.194583,0.887566,1.807307,IHDP 531
4.145627,0.91708,1.740022,IHDP 532
4.018788,0.232736,0.268852,IHDP 533
4.016957,0.075282,0.690096,IHDP 534
4.53559,0.430297,1.667765,IHDP 535
4.795425,0.054636,2.180103,IHDP 536
3.998326,0.325864,0.3308,IHDP 537
6.836235,1.070072,8.213538,IHDP 538
4.020142,0.370094,0.597183,IHDP 539
4.027783,1.008548,2.355784,IHDP 540
6.722059,0.36207,27.896135,IHDP 541
3.996629,0.561271,1.312131,IHDP 542
4.139847,0.768007,1.64844,IHDP 543
